item_id,titulo,estado,precio,vendidos,preguntas,preguntas_por_venta,ejemplos
MLA2760182872,Pistola Encoladora Suprabond Modelo Px 2100 + Barras 500g Sc,active,132235.0,1,1,1.0,De cuantos wats es
MLA2907028778,Set Bulit Serie 600 Alicate + Pinza Punta + Universal 6 PuLG,active,56375.0,2,1,0.5,Buenas tardes. Este set viene de 7 pulgadas?
MLA3326625946,Kit Accesorios Para Baño Peirano 12003 Set 3 Piezas Outlet Cromad,active,20000.0,0,1,1.0,"hola, tiene algún detalle el kit? En que zona está?"
MLA1419704161,Barras Suprabond Finas Ultratransparentes 175g Transparente,active,10536.0,201,1,0.004975124378109453,Hola buenas tardes quería consultar si sirven para modelo C Phx 200 R?
MLA3314410928,Bacha Cocina Doble Mi Pileta 305 64x37x18 - Outlet (305e) Platead,active,55000.0,0,1,1.0,Hola por dónde se retira?
MLA1439461023,Tira Luces Led Crafters Exterior 12v Rollo 5 Mts 72w - Azul Azul,active,10000.0,29,1,0.034482758620689655,Yo quiero comprar 30 metros como hago porque solo dos Se puede poner e
MLA918291374,Adhesivo Suprabond Para Ratas Y Lauchas - Pegarat - 4 Litros,active,156422.0,543,1,0.001841620626151013,Que cebo hay que ponerle o es como la placa ya preparada que los atrae
MLA3326624116,Rotomartillo Electroneumático Dewalt D25333k - Outlet Amarillo/ne,paused,350000.0,0,1,1.0,Hola buenas!te sirve 310 mil y realizo la compra
MLA1438356163,Fluvial Fe500 Bomba De Agua Centrífuga 0.5hp Compacta 85l M Color,active,115700.0,41,1,0.024390243902439025,"Buenos días, el descuento al llevar 5 unidades se va a mantener para l"
MLA1636986419,Tira Luces Led Crafters Interior Rollo 5 Mts 72w - Verde,closed,7485.0,4,1,0.25,Hola la fuente de cuantos amper necesita?
MLA1428843148,Engrampadora Bulit Reforzada Uso Intensivo + 200 Grampas,active,42675.0,315,1,0.0031746031746031746,En la descripción dice que es de acero y en las características dice q
MLA2074923878,Zocalo Burlete Blanco Bajo Puerta Con Cepillo Suprabond,active,13797.0,110,1,0.00909090909090909,Marron???? Negro no tenes? Quien usa marron amigo? jaja
MLA1528981214,Destornillador Bulit Profesional Serie 700 Plano #6x38mm,active,8264.0,2,1,0.5,Q tal mi pregunta es ando buscando este destornillador pero la parte d
MLA1390260082,Inflador De Pie Crafters Con Manómetro Bicicleta + Multiuso Color,active,30207.75,2413,1,0.0004144218814753419,"Buenos dias,se puede retirar en sucursal?,gracias"
MLA1629292996,Adhesivo Suprabond De Contacto Sin Tolueno - Lata 250ml,active,16294.0,35,1,0.02857142857142857,Servira para pegar vidrio a la pared o tenes algo mas fuerte gracias
MLA1404604606,Candado Bulit De Hierro Macizo Con Aro Cementado 60mm Gris,active,23915.0,30,1,0.03333333333333333,hola candados con combinación de este tamaño tenes?
MLA1806538039,Modulo Led 6012 Ip68 Carteleria Corporea Exterior Smd Color De La,active,2447.0,0,1,1.0,tienen pack x 100 unidades??' precio
MLA1384722311,Porta Estantes Autoadhesivo Suprabond - 12 Kg Discretos Color Tra,active,9020.0,81,1,0.012345679012345678,Medida de cada estante
MLA2747599922,Combo Bulit 6 Destornilladores Planos S700 - Cromo Vanadio,active,45096.0,0,1,1.0,"Buenas tardes, tenés de 10mm?"
MLA1719326698,Zócalo Burlete Crafters Doble Bajo Puerta 95cm - Blanco,active,6516.0,2222,1,0.00045004500450045,Hola! Quiero comprar dos pero me cobra dos envíos. Puedo comprar uno y
MLA857205690,Burlete De Vinilo Autoadhesivo Suprabond 5 Metros Blanco Blanco,active,9408.0,1665,1,0.0006006006006006006,Tendría descuento por la compra de 50 o más cantidad pagando por merca
MLA1847886812,Módulo Led Crafters 6012 Smd 12v Cartel Exterior Ip68 - Frío Blan,active,4060.0,17,1,0.058823529411764705,es por unidad o por pack de 10?
MLA811906079,Candado De Combinación Tsa Con Cable Bulit Gris,active,34473.0,374,1,0.00267379679144385,"Hola, el cable es extensible? Hasta qué medida? Gracias"
MLA1535106307,Zócalo Autoadhesivo Suprabond Blanco Para Puertas Blanco,active,12867.0,96,1,0.010416666666666666,"Hola, tienen en color gris o en negro?"
MLA2813347526,Escobillón La Gauchita Valencia Escoba Multiuso Interiores,active,7343.0,0,1,1.0,Se puede retirar por el domicilio? Gracias
MLA1146212316,"Sellador Suprabond Blanco Baño, Bañera, Bacha Y Mampara",active,17762.0,234,1,0.004273504273504274,"Hola, sirve para sella el inodoro la parte del piso? Viene con aplicad"
MLA1527116898,Recordatorio Traba Disco Bulit Amarillo,active,10169.0,181,1,0.0055248618784530384,el cable es de acero? que largo tiene? gracias
MLA1139034773,Pistola Suprabond Px 2100 + Barras Ultrantransparentes 1kg Gris,active,139471.0,41,1,0.024390243902439025,Hola. Vendes sin barras de silicona. Precio?
MLA3183478078,Grifo Cocina Monocomando Deca Spin Pico Alto Móvil Aireador Color,active,352025.0,0,1,1.0,"Hola, está tiene cartucho de 40? Xq la que tenemos es más chica y no p"
MLA2069086072,Disco Bulit De Sierra Circular 40 Dientes Color Gris,active,40411.0,0,1,1.0,de cuanto es el orificio central?
MLA1681399993,Adhesivo Suprabond Transparente Precisión - Pomo 50 Ml Transparen,active,9066.0,14,1,0.07142857142857142,"Es el equivalente a ""La gotita"" de Poxipol?"
MLA849011996,Pistola Encoladora Suprabond Modelo Px 300 + Barras 500g,active,61894.0,63,1,0.015873015873015872,Cuántas W de potencia tiene?
MLA1446886568,Suprabond Zócalo Doble 95 Cm Gris 2.5 Cm 2.5 Cm,active,22817.0,569,1,0.0017574692442882249,Hola buenos dias te queria hacer una pregunta queria comprar dos produ
MLA3246213748,,?,,0,1,1.0,Se puede usar en forma angular
MLA2752190224,Modulo Led 3030 12v 1 Chip Carteleria Corporea Exterior Smd Amari,active,3726.0,15,1,0.06666666666666667,Hola por cada compra es 1 plancha de 10 led o solo corresponde a la co
MLA813102985,Cadena De Acero Cementado 3/8 X 0.5 M Bulit,active,27721.0,27,1,0.037037037037037035,"Venden cadena cementada nro 7 u 8, en 1,2 o 1,5 mts? Gracias"
MLA1502562614,Adhesivo Suprabond Transparente Extra Fuerte En Lata 1 Litro,active,47748.0,470,1,0.002127659574468085,Hola sirve para pegar telas?
MLA1364220151,Candado Bulit Acero Niquelado 60mm Gris,active,30086.0,159,1,0.006289308176100629,"Buenas tardes, disponen de este modelo hermanados por 2 ? ( misma llav"
MLA1478087745,Grifería Baño Vasser Lyra Cromado Duchador De Mano 3 Posiciones P,active,22115.0,0,1,1.0,Incluye soporte para pared?
MLA1387706587,Adhesivo Epoxi Suprabond Transparente Superpox - 10 Minutos,active,8386.0,176,1,0.005681818181818182,Es el equivalente al Poxipol tradicional de dos componentes ?
MLA3163483022,Llave De Luz Sica - Interruptor Bipolar Luminoso 2m - Blanco 10 A,active,3897.0,0,1,1.0,Hola buenos dias? Esta es la llave de entrecruzamiento que necesito pa
MLA3417376298,Burlete Autoadhesivo Suprabond De Goma Perfil P Color Marrón Marr,active,13439.0,7,1,0.14285714285714285,Negro hay?
MLA1797299941,Escalera De Aluminio 5 Escalones Hogareña Lusqtoff Esl166-75 Gris,active,100000.0,0,1,1.0,Permutarias por un escritorio con base de vidrio templado de 6 mm y pa
MLA1387668145,Adhesivo Instantáneo Suprabond Flash En Tira De 15 Unidades,active,46050.0,229,1,0.004366812227074236,"Hola, sirve para pegar juguetes de plastico? Sino cual es el recomenda"
MLA1737455247,Caja Porta Herramientas Lüsqtoff - Baul Organizador 124lts Color ,paused,167017.0,3,1,0.3333333333333333,Hola. Cuanto pesa?
MLA1550318160,Cadena Bulit Máxima Seguridad 3/8 Extra Larga - 150cm,active,82112.0,249,1,0.004016064257028112,Hola que grosor el eslabón?
MLA812441403,Traba U Máxima Seguridad Bulit Gris Oscuro,active,61984.0,800,1,0.00125,Viene algún modelo que sea más grande? Es decir que tenga más de 104mm
MLA1364230487,Candado Bulit Doble Traba Resistente Al Agua - Aro Largo 50 Azul,active,30743.0,47,1,0.02127659574468085,Cuántos años soporta abajo del agua?
MLA814188350,Sellador Multiuso Perbond En Cartucho De 400ml Blanco 1 U,active,27364.0,942,1,0.0010615711252653928,Hola Quería saber si tiene el perbond en cartucho de 400 transparente 
MLA1144638769,2 Trampas Adhesivas Grandes Rata Ratón Laucha - No Tóxicas!,active,11903.0,602,1,0.0016611295681063123,Mefidas
MLA1736372205,Grifería Para Lavatorio Aqualaf Pared - Napoli Baño Eco Cromado,active,67993.0,1,1,1.0,Hola cuál es el largo de la canilla desde la pared? Gracias
MLA1496736477,Grifería De Ducha Danska Eira Cruz Cromada Para Bañera Color Plat,active,154058.79,3,1,0.3333333333333333,"Buenas noche es de cierre tradicional, de cuervito?"
MLA1139057298,Espátula Bulit Llana Lisa Serie 700 - Acero Inoxidable,active,24686.0,12,1,0.08333333333333333,Si pido una espátula más y la yana las 2
MLA1376691161,Zócalo Burlete Suprabond Doble Bajo Puerta 95cm - Blanco,active,22817.0,2072,1,0.00048262548262548264,Hola! Tenes para puertas de 5cm de ancho?
MLA3183453230,Inodoro Largo Roca Debba Rimless Blanco,active,279260.0,3,1,0.3333333333333333,Hola como estas?! No me deja agregar al carrito para hacer una compra 
MLA1118355364,Zócalo Burlete Suprabond Doble Bajo Puerta 95cm - Marrón,active,22817.0,2310,1,0.0004329004329004329,"Hola tienen donde pueda pasar a retíralo, Gracias"
MLA2120385596,Serrucho Bulit Profesional Universal 400mm Acero Molibdeno Negro,paused,16054.0,7,1,0.14285714285714285,"Hola, es templado o afilable?"
MLA3075171960,Serrucho Profesional Bulit - Acero Sk5 - 500 Mm Negro,active,29042.0,0,1,1.0,"Hola, es templado o afilable?"
MLA2235486370,Set De 10 Adhesivos Instantáneo Suprabond Extra Fuerte Transparen,active,27190.0,0,1,1.0,"Hola, sirve para suela de goma de zapato? Gracias"
MLA1445072784,Llave Criquet Articulada Bulit Serie 800 Acero - 13mm,active,19046.0,158,1,0.006329113924050633,Hola mas larga tenes?gracias
MLA2016971442,Mochila Ferrum Andina Depósito De Apoyo Descarga Doble Baño,paused,181398.49,25,1,0.04,Hola cual es el caudal maximo de agua que carga
MLA1806511151,Lampara Colgante Riel Regleta Circular 3 Iluminacion Negro Negro,active,4967.0,0,1,1.0,Viene con los portalámparas para poner foco común?
MLA1535042061,,?,,0,1,1.0,Es marron ? Porque dice blanco en las opciones de color y el titulo ma
MLA2330012272,,?,,0,1,1.0,Buenas tardes Vendes para solo un lado de la ventana. Necesito tamaño 
MLA842570968,Burlete Suprabond Goma Espuma Extra Ancho 5 Metros Gris Gris,active,9918.0,844,1,0.001184834123222749,Bs noches POR FAVOR quiero saber si tinen de esa goma blanca que forma
MLA794739284,Kit Reparación De Parabrisas Suprabond 7793300431300,active,23901.0,2573,1,0.000388651379712398,Hola me.sirve para una rajadura fina para el vidrio de adelante del.au
MLA1448845069,Grifería Bidet Aqualaf Roma Cierre Cerámico Metálico - Baño Plate,active,81405.0,21,1,0.047619047619047616,"Hola buenas tardes, qué incluye la caja. Gracias"
MLA1139075472,Sellador Silicona Suprabond Neutra Construcción 280ml,active,19175.0,101,1,0.009900990099009901,hola! tenes en color nlanco?
MLA1610532161,Cadena Bulit Seguridad Max Acero Cementado 50cm + Candado 40 Cele,active,46981.0,0,1,1.0,Buenos días disculpe una consulta tendría dicho modelo y marca que sea
MLA2957864366,Mueble Para Baño Roca Kendal 500 Vanitory Kendal Blano Un Agujero,active,409198.54,0,1,1.0,"buen dia la misma ,pero el mueble ne colormueble en color blanco ?"
MLA1404590906,Candados Hermanados Bulit - Doble Traba A Bolilla N°40 Color Gris,active,33079.0,365,1,0.0027397260273972603,Hay asi pero de 50?
MLA1404779896,Candado Acero Niquelado N° 50 Aro Largo Bulit Color Gris,active,25619.0,37,1,0.02702702702702703,Vienen hermanados?
MLA1376723115,,?,,0,1,1.0,hola! venden las barras? de qué medida son? gracias!
MLA2752750336,Panel Led Redondo Embutir 12w Plafon Marco Negro Negro,active,8150.0,0,1,1.0,"Buenos dias, es de luz neutra?"
MLA1524497090,Perchero Autoadhesivo Suprabond Acero Inoxidable - 3kg Color Plat,active,13733.0,26,1,0.038461538461538464,Hay uno con los ganchos mas anchos? Para poner ej una cartera
MLA3403909520,Tapa De Luz Sica Silight By Pininfarina Negro Y Strada 10x5,active,2380.0,0,1,1.0,Hola necesito una tapa para 3 módulo Y una tapa para un solo módulo
MLA2472391122,Bidet Con 1 Agujero Roca Debba Porcelana Blanco Baño,active,195787.0,2,1,0.5,Hola que grifería es?
MLA3157648424,Jabonera Aqualaf De Porcelana - Baño Bloke - Garantía 5 Años Blan,active,62342.0,0,1,1.0,"Tendras este kit de Jabonera, porta vaso, porta rollo, perchero y toal"
MLA1388534621,Ruedas Autoadhesivas Suprabond Para Mover Cosas Pesadas,active,12889.0,60,1,0.016666666666666666,Si es para una mesa pesada y le pongo 2 por para para sumar los 96kg m
MLA1391176541,Llave De Luz Sica - 1 Interruptor Combinación Blanco Slight,active,3688.0,1,1,1.0,Tenés combinada?
MLA856059996,Pistola Encoladora Suprabond Modelo Hx 100 + Barras 175g,active,32614.0,44,1,0.022727272727272728,Hola se cuantos ww es
MLA1670215437,Pintura Acrilico Celeste Para Piscinas Piletas 4 Lt Lusqtoff,active,32307.0,0,1,1.0,Hola tengo una pequeña piscina de ceramica en el primer piso si la pin
MLA1625250609,,?,,0,1,1.0,Hola sire para pegar 2 chapas de zinc? Gracias
MLA812490611,Cerrojo Bulit Serie 500 Con Tambor De Bronce,active,51291.0,44,1,0.022727272727272728,Cuales son las medidas?
MLA2957192090,Inodoro Largo Roca The Gap Rimless Blanco,active,724529.0,0,1,1.0,Tienen la mochila que va con este inodoro?
MLA2760013884,Pistola Encoladora Suprabond Modelo Px 2100 + Barras 500g Sc,active,110344.0,4,1,0.25,"Buenas tardes, que potencia tiene?? ( en watts me refiero)"
MLA907993163,Tijera Aviación Bulit Recta - Acero Al Cromo Vanadio Amarillo,active,29856.0,44,1,0.022727272727272728,"Hola necesito cortar una chapa c25, está sirve? O tenés otra ?"
MLA1478126017,Balde Con Escurridor Premium La Gauchita Max Blanco,active,17623.0,15,1,0.06666666666666667,Hola! De casualidad venden solo el repuesto para el escurridor?
MLA3157780580,Manguera Duchador Vasser Flexible 1/2 Pulgada,active,26976.0,0,1,1.0,Hola. Te hago una consulta . Está me sirve para un mono comando telesc
MLA1401630607,Adhesivo Suprabond Montajes En Cartucho De 400ml,active,19876.0,74,1,0.013513513513513514,Hola. Pega madera?
MLA1139051027,Cutter Profesional Automático Bulit Serie 800,active,24535.0,49,1,0.02040816326530612,"Hola, tienen repuesto de hojas?"
MLA1836933339,Destornillador Bulit Profesional Aislado Phillips #2x100mm,active,10616.0,1,1,1.0,"Hola En la publicación hay dos imágenes diferentes, estoy buscando Phi"
MLA1214499406,Bomba De Agua Fluvial Centrífuga 0.5hp Fe Compacta 85l/m Azul,active,115700.0,36,1,0.027777777777777776,Es el modelo FE500?
MLA3183300544,"Depósito De Apoyo Roca Debba Mochila Para Inodoro 3/4,5 Lts",active,307092.0,2,1,0.5,Hola es del roca hall ?
MLA3403820508,Panel Plafon Led Sica Techo 6w Cuadrado Embutir Color Blanco,active,3745.0,0,1,1.0,son luz calida o fria?
MLA1439303278,Burlete Suprabond Goma Espuma Normal Gris 5 Metros,active,5504.0,1368,1,0.0007309941520467836,Tienen de 5mm color marrón?
MLA1786908963,Bacha Cocina Doble Mi Pileta 305 64x37x18 - Outlet (305a) Platead,active,55000.0,0,1,1.0,Hola busco de 65x44 de medida
MLA3157825622,Plafón Led Sica Cuadrado Techo De Embutir - 24w Blanco Frío Blanc,active,11464.0,0,1,1.0,"Hola bien día ,no tenes más cantidad para hacer la compra? Necesito 3"
MLA817644970,Sellador Suprabond Poliuretano Construcción 310ml Gris,active,36643.0,776,1,0.001288659793814433,Hola te hago 2 preguntas quiero pegar unos ladrillos en la pared y no 
MLA1364258737,,?,,0,1,1.0,"Hola , yo necesito 5 candados y 45 llaves. Es para un complejo. O las "
MLA1364204265,Candado Bulit De Aleación Aluminio De Combinación 30mm Color Rojo,active,16969.0,555,1,0.0018018018018018018,"Hola, necesito comprar 90 unidades.. como puedo hacer?"
MLA1364243021,Candado De Hierro Dorado Bulit N° 50 Aro Largo,active,19612.0,60,1,0.016666666666666666,Cuanto mide el brazo solamente
MLA837648568,2 Selladores Acrílico Pintable Suprabond De 280ml Blanco,active,26364.0,326,1,0.003067484662576687,Hola tienen también el aplicador ? La pistola ? Gracias
MLA2072335402,Grifería De Ducha Fv Arrayán Con Transferencia Cromo Baño Cromo C,active,500177.0,2,1,0.5,Hola! Temes el hidromat para agregarle? Gracias
MLA2837609694,Tubos Led Crafters 18w 120cm 220v Color Rojo Alta Potencia Rojo,active,11101.89,0,1,1.0,"Hola, necesito 4 verdes y 4 azules, Tenes stock? Los necesito para hoy"
MLA2081009388,,?,,0,1,1.0,Hola. Compré hace unos meses el candado y no consigo donde hacer copia
MLA2479886642,Linterna Led Cob Aaa Indoor 1w 100mts Zoom 25 Lumens Bulit Color ,under_review,12692.0,6,1,0.16666666666666666,Buenas! El cuerpo es de plástico o aluminio?
MLA1863821366,Llave Combinada Bulit S700 - Acodada Cromo Vanadio - 24mm,active,30887.0,5,1,0.2,"Hola, de 24 mm hacia arriba hasta cuantos mm llega, y cuanto saldria e"
MLA1454980604,Tubo Bocallave Bulit S500 - 1/4 - 9mm - Cromo Vanadio,active,4145.0,7,1,0.14285714285714285,Hola es de 9mm estriada ?
MLA1643248973,Inodoro Largo Ferrum Bari Porcelana Sanitaria Baño Blanco,active,301605.0,0,1,1.0,Es apto válvula?
MLA1505520435,Grifería Bidet Danska Karla Doble Comando Cromado Para Baño Gris,active,66140.0,3,1,0.3333333333333333,Trae todo lo que va abajo?
MLA3535144810,Pistola Encoladora Suprabond Inalámbrica + Paquete Barras Amarill,active,96100.0,2,1,0.5,Es para barras gruesas o finas?
MLA2234174508,Set 3 Toallas De Mano 85x150cm 100% Algodón 550g Color Blanco Lis,active,17949.0,15,1,0.06666666666666667,Qué medidas tiene exactamente cada toalla? Porque la publicación te de
MLA2067441306,Suprabond Barras De Silicona Transparente,active,29127.0,19,1,0.05263157894736842,Estas para la pistola standar gris andan bien?? Xq compre unas hace mu
MLA1636949583,Disco Bulit De Sierra Circular 60 Dientes Para Melamina Gris Oscu,active,32990.0,1,1,1.0,Más información
MLA1856306077,Candado Bulit Ultra Seguridad De Acero Sólido - Anti Corte Gris,paused,57006.0,4,1,0.25,Que tipo de llave tiene? Tipos los níquelados o llave tipo llave de la
MLA1122273966,Combo Bulit Para Bicicletas  Inflador + Linga Azul Negro,active,56526.0,101,1,0.009900990099009901,"Buenas noches, el inflador solo, lo venden?. Gracias"
MLA1438765328,,?,,0,1,1.0,Cuantas cajas viene
MLA1525956948,Sellador Suprabond Perbond Premium Transparente - Flexible,active,28730.0,124,1,0.008064516129032258,"Hola, que fecha de vencimiento tiene."
MLA1731103775,Jeringa Somerset Mata Cucarachas 12gr,active,9319.0,16,1,0.0625,Puedo agregar a la jeringa silicona neutra supranond?
MLA1467810114,,?,,0,1,1.0,"Hola, entiendo que es el aprobado para pasar una inspección no? Además"
MLA1718189556,Topetina Suprabond De Fieltro Marrón Cuadrada 30mm Cuadrado,active,9071.0,608,1,0.001644736842105263,"Perdon, pero no detallan que cantidad contiene cada paquete?"
MLA1372202315,Luz Auxiliar Multifunción Bulit Serie 500 Negro,active,32558.0,1,1,1.0,Que batería usa ?
MLA1869539440,Modulo Led Crafters 7519 Smd 3 Chips Cartel Ip68 Frío Luz Blanco ,active,3287.0,8,1,0.125,En color amarillo tenés?
MLA1638382931,Mueble De Colgar Ferrum Tori Vanitory Color Blanco - Baño Blanco ,under_review,385775.0,0,1,1.0,vendes la bacha???
MLA3154178386,iPad Apple 10° Generación 64gb 4gb Ram - Silver - Sin Uso Plata,closed,600000.0,1,1,1.0,es una 10th generacion-2022?
MLA1419610269,Venda Líquida Suprabond Impermeabilizante Blanca 1kg Color Blanco,active,36761.0,497,1,0.002012072434607646,Hola tenes caucho acrilico para piscinas
MLA886576007,Sellador Suprabond Silicona Universal Suprabond 280ml Negra Negro,active,16152.0,447,1,0.0022371364653243847,Sirve para juntas del piso
MLA1847760394,Spot Embutir Crafters Pvc Cuadrado Negro Dicroica Se-116cp Negro,under_review,3608.0,4,1,0.25,Son negros? Por que la foto aparece blanco
MLA2094969840,,?,,0,1,1.0,Cómo se q modelo es para mi puerta ? Es para puertas placas interiores
MLA848001898,Barras Suprabond Gruesas Universales Maxíma Adherencia 500g,active,29127.0,887,1,0.0011273957158962795,Hola ! Son ultratransparentes ?
MLA1443905499,Pegamento Adhesivo Espejo Retrovisor Suprabond Color Transparente,active,12424.0,463,1,0.0021598272138228943,"HOLA !! ESTOY EN TABLADA,LA MATANZA,X DONDE LO PODRIA PASAR A BUSCAR P"
MLA1279978196,Trampa Adhesiva Suprabond Para Ratas Pegarat,closed,11903.0,2208,1,0.0004528985507246377,Les atrae ir al pegamento o lo tengo que poner en algún lado que justo
MLA1139204375,Pistola Encoladora Suprabond Hot Melt Modelo Hx 200 Rosa Rosa,active,27687.0,161,1,0.006211180124223602,"Hola como estan?, me pasan el link para poder comprar las barrras de s"
MLA2245628584,Set De 20 Topetinas Suprabond De Goma Redonda Blanca Blanco,active,66680.0,22,1,0.045454545454545456,buenas noches consulta son 20 set de topetina x 4 unidades cada una ?
MLA2747857776,Cadena De Acero Cementado 3/8 X 1 M Bulit,active,65878.0,8,1,0.125,"Hola, que candado usar para que el punto flojo no sea el candado?"
MLA1670257797,Repelente De Paloma Y Murcielagos Somerset,active,21658.02,37,1,0.02702702702702703,Realmente sirve
MLA1512823010,Adhesivo De Contacto Suprabond Transparente Extra Fuerte En Lata ,active,27132.0,463,1,0.0021598272138228943,"Hola una pregunta, me sirve para pegar zócalos de PVC? O sino cuál ser"
MLA1791805558,Zócalo Burlete Suprabond Doble Extra Ancho 120cm - Negro,active,35992.0,199,1,0.005025125628140704,Sirve para una puerta de 5cm de espesor?
MLA1957724072,Spot Embutido Móvil Redondo Ar111 Lampara Led Aro Blanco,active,8354.0,16,1,0.0625,"Hola quisiera comprar en cantidad, y averiguar por otros productos"
MLA863507527,Trampa Adhesiva Suprabond Para Ratas Pegarat,active,11903.0,924,1,0.0010822510822510823,Sirve para poner en cajas afuera en temperaturas bajo cero?
MLA906686130,Sellador Suprabond Multiuso - Perbond - Pomo 125ml,active,13424.0,289,1,0.0034602076124567475,Quiero pasarle por fuera alrededor del flexible de la canilla de pilet
MLA874083715,Barras Suprabond Finas Máxima Adherencia 500g,active,29127.0,308,1,0.003246753246753247,"Hola, está barra es de 7mm ?"
MLA1668487564,Topetina Suprabond De Fieltro Marrón Circular 20mm,active,9071.0,686,1,0.0014577259475218659,"Hola, tienen en color negro?"
MLA1376143637,Llave Criquet Articulada Bulit Serie 800 Acero - 14mm,active,16928.0,41,1,0.024390243902439025,"Buenas, como estas? Tenes esta misma de 7mm?"
MLA2763964146,Grifería Ducha Danska Karla Cromada Cuadrada Con Manguera Flexibl,paused,107943.94,4,1,0.25,"Hola , necesito saber si el cuerpo es de bronce. Ya que no hay fotos y"
MLA1379761007,Adhesivo Epoxi Crafters Erpox Acero Máxima Soldadura 105gr Gris,active,16425.0,1816,1,0.0005506607929515419,Hola pega material antimoño
MLA844329908,Adhesivo Epoxi Suprabond Erpox Acero Máxima Soldadura S/c,active,22442.0,1518,1,0.0006587615283267457,Hola buenas te consulto sirbe para repasar chapas con agujero
MLA847470823,2 Burletes Autoadhesivos De Goma Perfil E Color Blanco Blanco,active,21406.0,791,1,0.0012642225031605564,Necesito saber tienen burlete tipo E COLOR MARRON
MLA1274282043,Cebo Somerset Mata Cucarachas - 6 Cebos,active,7453.0,847,1,0.0011806375442739079,Quiero retirar. Para usar el envio y llevo mas productos. Se puede ? G
MLA842564403,Sellador Suprabond Reparador De Concreto Y Cemento Antihongo,active,14539.0,1483,1,0.0006743088334457181,Buenas. Sirve para reparar una pequeña fisura en tanque de agua de cem
MLA856831096,Engrampadora Clavadora Bulit Profesional Potencia Regulable,active,103254.0,27,1,0.037037037037037035,Buenas tardes... Se puede armar un link para realizar la compra con su
MLA1455628459,Conector Led Doble Hebilla Tira 5050 Rgb Monocromatica Color Rgb,active,3546.0,18,1,0.05555555555555555,"hola, para led cob de ledvans le va?"
MLA2212220260,Spot Empotrable Ar111 Led Embutir Redondo Movil Blanco Negro,active,5523.0,1,1,1.0,"hola, que medida tiene que tener el hueco? gracias"
MLA859732690,Nuevo Adhesivo Suprabond Erpox Blanco Bachas Y Sanitarios 80,active,15389.0,785,1,0.0012738853503184713,"Hola, este pegamento sirve para pegar Bacha en mesada por debajo sin n"
MLA1468933489,Grifería Cocina Vasser Odessa Monocomando Mesada - Cromada Cromo ,paused,117833.0,2,1,0.5,"Hola buenas noches ,se puede colocar purificador de agua Saludos"
MLA1642005733,Casco Bañera Acrilica Ferrum Serena Blanca 150cm Bf150 Color Blan,paused,426717.0,11,1,0.09090909090909091,Cuánto me saldría el envío al CP 8345?
MLA2260396384,Cadena Bulit Máxima Seguridad 150cm + Candado Alta Seguridad Colo,active,108114.0,15,1,0.06666666666666667,"Hola, cuánto pesa esa cadena?"
MLA1330477689,Accesorio Aspiración Elektrim Pileta De Hormigón Barrefondo,active,3846.0,10,1,0.1,Hola tenés de estos para pileta fibra de vidrio
MLA2763788728,Toallón Algodón Blanco Rondiblu 80x150cm 500gr Calidad Hotelera L,active,14038.0,110,1,0.00909090909090909,Buen día tienen toallas también? Gracias
MLA2471376270,2 Toallones Hoteleros 85x150cm 100% Algodón 550g Color Blanco Lis,active,28076.0,1,1,1.0,Buen día por donde se retiran?
MLA2018225820,Combo Toallon Y Toalla Rondiblu Set Hotelero Premium 500gr,active,20021.0,191,1,0.005235602094240838,Son gruesitas...necesito buena calidad porque son para alojamientos
MLA1562438301,Destornillador Bulit Profesional Serie 800 Torx #9x75-4,active,6543.0,5,1,0.2,"Hola necesito comprar los torx 8,9, 20,25y27 me podrán armar ese combo"
MLA907279547,Espátula Bulit Flexible -  Acero Al Carbono - 5 Pulgadas,active,8342.0,16,1,0.0625,Hola tenes espatula de acero al carbono de 6 y de hoja plana de 25 cm
MLA1139034832,Cadena Bulit Aro Cementado Máxima Seguridad 1/4 0.5 Metros Negro,active,18279.0,23,1,0.043478260869565216,BUENAS TARDES QUISIERA CONFIRMAR SI SIRVE PARA CANDADO BULIT DE ALEACI
MLA2192823920,Griferia Baño Canilla Lavatorio Peirano Crown 60-151 Cierre Ceram,paused,117138.0,47,1,0.02127659574468085,"Buen día. Quiero este producto, pero necesito también las tres del bid"
MLA1387654983,Superadhesivo Suprabond 2 Componentes Con Acero En Polvo,active,8386.0,102,1,0.00980392156862745,"Es igual al erpox acero , Pero con menos cantidad? Slds"
MLA901069874,Adhesivo Suprabond Transparente Extra Fuerte En Lata 500ml,active,27132.0,496,1,0.0020161290322580645,Buenas tardes! Factura tipo B Iva exento realizan?
MLA855761683,Engrampadora Bulit Profesional Pr S/c + 1.000 Grampas 12mm,active,122693.0,12,1,0.08333333333333333,Sirve para grampas de 12 mm de ancho
MLA1400732031,Sellador Silicona Suprabond 280ml Transparente,active,15681.0,258,1,0.003875968992248062,"Erpox acero y masilla neutra o sin partículas acero tienen, m pasarías"
MLA1455380877,Plafón Led Crafters Techo Redondo 6w Blanco Cálido - Aplicar Blan,active,4500.0,14,1,0.07142857142857142,Buenas noches! Tendrán el mismo pero en color negro?
MLA1501183847,Grifería Cocina Danska Karla Canilla Doble Comando Cromada Platea,paused,56422.0,13,1,0.07692307692307693,hola le puedo agregar un pico para la manguera?
